Name,City,Category,Lat,Lon
Kluger - Paris,Paris,Pâtisserie,48.8519249,2.378615618
La Fabrique Cookies,Paris,Pâtisserie,48.87997437,2.339459419
Les Fées Pâtissières,Paris,Pâtisserie,48.86072159,2.354769468
La rughetta,Paris,italian,48.88650894,2.333566189
Pâtisserie Ciel,Paris,Pâtisserie,48.84951019,2.349546194
ZE GATO,Paris,Pâtisserie,48.82278442,2.247046232
Da Rosa,Paris,tapas,48.85333633,2.336796761
Brian is in the kitchen,Paris,Salad bar,48.86875153,2.336409807
Slize,Paris,,48.86499023,2.375336409
Clyde,Paris,Burger,48.87076187,2.341175318
Gabe,Paris,,48.8666954,2.360802174
Monsieur A,Paris,,48.87532425,2.285148859
Royal Rajmahal,Paris,indian,48.85448456,2.339159727
Harper's,Paris,Burger,48.88459778,2.31488204
Au nom de la rose,Paris,Flowers,48.88116455,2.312857389
Framboise,Paris,crepes,48.86348343,2.33418417
Framboise,Paris,crepes,48.85876465,2.285037518
Bert's,Paris,Sandwich,48.86513901,2.300752401
Débo Gato,Paris,Pâtisserie,48.86522293,2.284302235
Frenchie to go,Paris,,48.86767197,2.34757328
Balls,Paris,balls,48.86183548,2.380387783
East Side Burgers,Paris,,48.86181259,2.373045921
Lobster bar,Paris,,48.86447906,2.340638161
Mozzachic,Paris,Salad bar,48.87332153,2.316037178
Hank Restaurant,Paris,,48.86157608,2.358293295
